Timestamp,Cycle,Countdown Type,LSL Data
1970-01-03 02:44:55.334249,10,First Countdown,"[55.0, 105.0, 49.0, -23.0, 3.0, -4.0, 13.833333015441895, 24.33333396911621]"
1970-01-03 02:44:56.331908,10,First Countdown,"[4.0, -32.0, 51.0, 12.0, 1.0, 5.0, -6.166666507720947, -16.33333396911621]"
1970-01-03 02:44:57.350254,10,First Countdown,"[-45.0, -16.0, -23.0, -33.0, -74.0, -31.0, -37.83333206176758, -45.5]"
1970-01-03 02:45:01.017041,10,Second Countdown,"[43.0, 33.0, 77.0, 59.0, 21.0, -8.0, -37.33333206176758, -10.5]"
1970-01-03 02:45:02.012132,10,Second Countdown,"[56.0, 10.0, 12.0, 0.0, 39.0, 31.0, 23.5, 35.83333206176758]"
1970-01-03 02:45:03.021217,10,Second Countdown,"[48.0, -17.0, 66.0, 8.0, 35.0, 68.0, 58.0, 55.0]"
1970-01-03 02:45:03.995410,10,Second Countdown,"[-80.0, -45.0, -35.0, -43.0, -63.0, -48.0, -64.0, -59.0]"
1970-01-03 02:45:05.021306,10,Second Countdown,"[39.0, 12.0, 13.0, 21.0, 21.0, -6.0, 1.1666666269302368, 34.0]"
1970-01-03 02:45:18.640734,10,Third Countdown,"[-43.0, 2.0, 28.0, 35.0, -17.0, 46.0, 35.5, 8.166666984558105]"
1970-01-03 02:45:19.668732,10,Third Countdown,"[-109.0, -21.0, 22.0, -40.0, -101.0, -80.0, -87.83333587646484, -85.5]"
1970-01-03 02:45:20.632764,10,Third Countdown,"[0.0, 32.0, -20.0, -42.0, -57.0, -10.0, 3.1666667461395264, 2.6666667461395264]"
1970-01-03 02:45:21.667168,10,Third Countdown,"[43.0, 77.0, 29.0, 47.0, 12.0, 13.0, 22.0, 15.333333015441895]"
1970-01-03 02:45:22.623792,10,Third Countdown,"[92.0, 68.0, 87.0, 78.0, 52.0, 47.0, 70.5, 73.5]"
1970-01-03 02:45:36.060357,10,Fourth Countdown,"[24.0, 14.0, 57.0, 24.0, 20.0, 45.0, 11.833333015441895, 0.5]"
1970-01-03 02:45:37.060482,10,Fourth Countdown,"[-5.0, -42.0, -42.0, -14.0, 18.0, 18.0, -11.333333015441895, 56.83333206176758]"
1970-01-03 02:45:38.051688,10,Fourth Countdown,"[4.0, -57.0, 17.0, -33.0, 27.0, 5.0, -22.33333396911621, -5.5]"
1970-01-03 02:45:39.078833,10,Fourth Countdown,"[-24.0, -32.0, 44.0, -48.0, -94.0, -51.0, -44.5, -47.83333206176758]"
1970-01-03 02:45:40.064917,10,Fourth Countdown,"[16.0, 15.0, 33.0, 23.0, 32.0, 48.0, 36.83333206176758, 25.66666603088379]"
1970-01-03 02:45:44.185579,10,Fifth Countdown,"[43.0, 77.0, 29.0, 47.0, 12.0, 12.0, 18.66666603088379, 32.66666793823242]"
1970-01-03 02:45:45.194903,10,Fifth Countdown,"[86.0, 23.0, 43.0, 78.0, 52.0, 47.0, 70.5, 73.5]"
1970-01-03 02:45:46.166941,10,Fifth Countdown,"[45.0, 19.0, 18.0, 51.0, 32.0, 10.0, 6.666666507720947, 23.33333396911621]"
1970-01-03 02:45:47.205824,10,Fifth Countdown,"[9.0, -8.0, 8.0, -2.0, -4.0, -25.0, -18.16666603088379, -16.0]"
1970-01-03 02:45:48.171695,10,Fifth Countdown,"[-67.0, -49.0, 4.0, -36.0, -31.0, -6.0, -29.83333396911621, -19.66666603088379]"
